16/12/2006,3.0534744,0.08818679,236.24385,13.082834,0.0,1.3787879,12.439394
17/12/2006,2.3544848,0.15694873,240.08687,9.999036,1.4118055,2.9076388,9.264584
18/12/2006,1.5304337,0.112355605,241.2318,6.421664,0.73819447,1.8201389,9.734722
19/12/2006,1.1570795,0.104820855,241.99927,4.9263835,0.58263886,5.2791667,4.303472
20/12/2006,1.5456592,0.1118042,242.30788,6.4673595,0.0,1.8388889,9.765972
21/12/2006,1.1937596,0.10025454,241.04053,5.0337925,1.2273991,1.8240612,7.2468705
22/12/2006,1.6259289,0.12979569,241.18457,6.872917,2.1881945,0.24305555,7.7298613
23/12/2006,3.314854,0.15379867,240.13602,14.028049,1.8534722,0.2951389,10.226389
24/12/2006,1.7708411,0.1040973,241.68736,7.6403794,1.1826389,3.5291667,4.7854166
25/12/2006,1.9049432,0.16686127,243.39984,7.951538,4.5972223,1.3625,4.0243053
26/12/2006,2.732021,0.11465413,241.62558,11.347925,0.75416666,1.7590277,10.402083
27/12/2006,1.0616384,0.12423753,243.7673,4.5174923,0.0,0.21805556,4.8444443
28/12/2006,1.4393324,0.14505282,243.26842,6.0862455,1.5326389,3.06875,6.3722224
29/12/2006,2.2044375,0.13638473,240.87126,9.271398,0.86944443,3.5847223,7.867361
30/12/2006,1.9397098,0.21691795,240.54071,8.292218,2.1363003,5.4874825,8.67872
31/12/2006,2.4265246,0.10475842,239.89668,10.199613,0.0,0.24097222,4.515278
1/1/2007,1.9090314,0.10289308,240.12886,7.9169507,0.0,0.24444444,4.0833335
2/1/2007,0.8814133,0.13218202,241.94368,3.714034,0.0,0.24166666,4.5569444
3/1/2007,0.7042045,0.13661695,243.55725,3.0140276,0.0,0.23888889,3.3090277
4/1/2007,2.263479,0.14048754,239.75026,9.478193,0.72986114,5.2756944,7.5666666
5/1/2007,1.8842819,0.120245814,240.49573,7.885142,1.0298611,0.26319444,5.2791667
6/1/2007,1.0474852,0.13346404,239.67313,4.543886,0.92777777,0.27916667,3.9430556
7/1/2007,1.6997367,0.1708848,240.9026,7.282638,1.3798611,5.678472,8.895833
8/1/2007,1.5565008,0.14414456,239.57706,6.551676,0.0,0.32430556,12.185416
9/1/2007,1.2979555,0.14392228,240.48732,5.5211034,1.1722223,2.9631944,6.798611
10/1/2007,1.4963884,0.15864718,241.02748,6.3577805,0.53541666,3.0944445,7.647222
11/1/2007,1.5661079,0.15973617,241.15544,6.658336,0.95694447,1.5069444,8.621528
12/1/2007,1.0147883,0.13829152,241.53802,4.309167,0.0,0.3048611,5.7472224
13/1/2007,2.2130656,0.20190029,239.28362,9.453058,5.420833,2.0659723,7.8756943
14/1/2007,2.0902145,0.15783189,238.82184,8.968313,1.2348853,2.9291174,9.016678
15/1/2007,1.4921389,0.12143053,241.24089,6.2615175,0.76319444,1.5548611,10.529861
16/1/2007,1.1711137,0.12876946,241.94481,4.975972,1.4326389,0.44722223,4.571528
17/1/2007,1.9775592,0.13941137,241.00534,8.28388,2.4305556,3.9840279,11.155556
18/1/2007,1.264904,0.123411156,240.89381,5.3424954,0.0,0.23333333,9.36875
19/1/2007,1.0280828,0.11809166,240.16083,4.376254,1.4604167,0.22916667,4.9805555
20/1/2007,2.1762018,0.16552901,238.8674,9.348066,3.0027778,3.6263888,7.9444447
21/1/2007,2.3661559,0.15953888,238.96819,10.190682,7.1847224,3.8659723,8.054861
22/1/2007,1.5142322,0.11711246,241.60306,6.355279,0.73194444,2.0715277,7.889583
23/1/2007,1.2344723,0.09602781,242.76244,5.2608347,0.0,0.73888886,3.5145833
24/1/2007,2.0749,0.12365281,241.45775,8.733614,2.4055555,1.7222222,8.155556
25/1/2007,1.108572,0.100111164,243.42404,4.6293163,0.8041667,0.18194444,7.804861
26/1/2007,1.1235912,0.09923759,242.77191,4.721377,0.8076389,0.18125,5.7208333
27/1/2007,1.4194945,0.102945834,241.61652,5.9498534,0.8125,2.7055554,8.593056
28/1/2007,2.1474664,0.10656846,240.3048,9.133697,2.408617,2.7776234,8.370396
29/1/2007,1.3768488,0.11506668,240.92949,5.788886,0.7798611,0.20416667,10.593056
30/1/2007,1.1859702,0.12564848,241.8411,5.0281897,0.7798611,0.98888886,5.6590276
31/1/2007,1.6414949,0.12915842,239.9213,6.9236293,0.0,4.1319447,10.452778
1/2/2007,1.2671947,0.104349986,240.392,5.332499,0.8125,0.26805556,9.128472
2/2/2007,1.1581501,0.096903995,240.33444,4.8708305,0.0,0.24722221,7.873611
3/2/2007,2.7984183,0.17071117,238.91,11.815982,3.2958333,3.1756945,12.384722
4/2/2007,2.497181,0.12950979,239.63347,10.565399,2.354861,3.192361,10.05
5/2/2007,1.1425562,0.10224159,240.81038,4.820421,0.62222224,1.7805556,5.4506946
6/2/2007,0.8843607,0.099004194,241.26434,3.771938,0.8229167,0.28125,3.1368055
7/2/2007,1.6166787,0.123408385,241.14984,6.79167,2.2909722,2.4395833,8.323611
8/2/2007,1.250981,0.096455626,241.79715,5.2483287,1.5458333,0.25416666,7.053472
9/2/2007,1.1251378,0.10976805,241.74055,4.7272134,0.0,2.1145833,6.7847223
